review_content,published_at,reviewer_name,followers_level,method_of_acquisition,product_id,reviewer_id,reviews_count,reviewer_age,reviewer_skin_type,rating,effects,review_id
"・いいところ
スティック自体には硬さがあるにも関わらず塗る時は適度な滑らかさがある
テカリすぎないツヤ
ノールックで塗れる
ナチュラルメイクに最適
上から足してもムラにならない
重ねる回数で濃さをコントロールできる

005 desertrose→粘膜に近いナチュラルな色。TPOを問わないと思います。割と優等生なカラー
L101sunbathing→ほんのりオレンジベースにゴールドパールがとってもかわいくてかっこよかった
唇の色を変えるというより血色を活かしながらニュアンスチェンジするイメージ 白Tを着たくなる!最高

・比較したもの
LUNASOL プランプメロウリップス
→絶妙な色や本体が鏡のように使えるところは気に入っていたが、質感が緩すぎた。特に夏はOPERAのようなドロドロのテクスチャーで苦手だった

・組み合わせ
①ちふれ ﾘｯﾌﾟﾗｲﾅｰN
→乾いた状態で下唇口角・上唇の山に
②NIVEA ﾃﾞｨｰﾌﾟﾓｲｽﾁｬｰ
→口の内側に近い部分に
③コチラ
→上下唇それぞれの真ん中ライン(1番膨らんでいるところ)に

時間が経つとどうしても少しツヤ感は失われますが、そのままノールックで上から足してもムラにならない。
時間経過で色素だけ唇に残る感覚で、飲食後などに1日に何度も塗り足すことで夕方は朝よりかは色が定着します。
006desertroseをチョイスすると、その色定着も不自然ではないので肌がくすみがちな1日の終わりにちょうどいい塩梅だと思います。

リップスティックタイプのdesertrose色の唇あれしない無香料ティントがあればいいなと思います。
でもティントでなくてもきれいにほどよく色が残ってくれるので満足しています。

このシリーズの1番のお気に入りポイントは適度な硬さと滑らかさです。
ツヤ系のリップスティックは往々にして緩めのテクスチャーが多く、繰り出す時のビジュアルからして嫌な気持ちになりますが、コチラはスティックが容器から自立して繰り出されるので緩いリップスティック特有のいやらしさを感じずに心地よいです。
自立した人の潔さや強さを思わせる、使い勝手のいいリップスティックです。",2024/6/12 14:55:27,きれいきれー,,購入品,10175682,10134506,47,32,混合肌,5,うるおい|ナチュラルメイク|ツヤ|肌の透明感・薄づき|立体感|フィット感,513732136
"購入のきっかけは美容部員さんにタッチアップしてもらったときに、たまたま塗ってもらったことです。唇が一気に華やかになり艶が出たのが忘れられず、後日購入しました。

食事をすると落ちてしまう点やマスクにつく点はありますが、つけると気分が上がるのでお気に入りです。",2024/6/23 10:22:23,mmn＊,,購入品,10143733,8502464,21,31,混合肌,5,うるおい|ツヤ|発色がよい,513784363
"3 チャーム
5 ドリームストーン
6 ローズパール

上記を購入しました。
唇も荒れたりせずベタつきもなく使用感が良いです。

一番気に入ったのはドリームストーンです。
ラメがキラキラしていて発色が綺麗でお肌の色が明るくなったように感じました。",2024/6/20 12:37:20,Rosypink,,購入品,10143733,2250517,21,31,混合肌,4,,513772387
"
唇の色に近く、すぐに落ちてしまう感じはありますが、自然でまあ良しです。
",2024/6/19 19:57:50,にゃんママ2000,,購入品,10143733,5690512,53,34,混合肌,4,,513769416
"
液は確かにベージュなのですが、ピンクベージュな仕上がりです！ティントにはあまりない柔らかいカラーなので重宝します！ガッツリ食事をしなければお直し不要ですが、乾燥はするので保湿系のグロスやリップがあると完璧になります！
",2024/6/23 21:54:49,fqqqq11,,購入品,10222026,6445339,33,31,乾燥肌,5,持ちがよい・落ちにくい|発色がよい,513787500
"
発色かわいい、プランパー効果あるけどスースーする感じ痛くはない
",2024/6/16 17:47:17,にてる,,購入品,10222026,9174082,21,18,混合肌,7,,513753518
"発色がとても濃くて可愛かったですが乾燥が少し気になりましたベタベタするテクスチャーで苦手な人も多いかなと思いました。
好みが分かれそうなリップでした(⌒-⌒; )
",2024/5/10 18:36:41,みみ☆が,500,購入品,10222026,8576445,151,29,敏感肌,3,,513598821
"
リップオイルなので塗ると唇がうるちゅるになってオススメ！
",2024/6/23 20:13:41,5aku,,購入品,10182151,9145970,3,16,乾燥肌,6,,513786930
"
見た目も可愛く持っているだけでテンションが上がります。唇がしっとり潤います。もう廃盤だと知り残念です。
",2024/6/22 16:57:04,れお0211,,購入品,10182151,9510060,20,52,混合肌,6,うるおい|荒れ・乾燥|ナチュラルメイク|ツヤ|コストパフォーマンス,513781481
"03番を買いました！グロスのベタベタが苦手なのでリップオイルにしました。
リップを付けた後にツヤが欲しい時につけています。保湿力も高くツヤが長持ちします。
プランパー効果は無く、色はほぼ無色です。匂いは少しですがフローラル系の匂いがします。
",2024/6/15 09:49:21,かおり08,50,購入品,10182151,7954418,37,38,敏感肌,4,うるおい|荒れ・乾燥,513745781
"最近リップライナーでオーバーリップするのにハマっていて、人気で手頃なものを探していたらひなちゃんねるでオススメされていて、評価も良かったので買ってみました。
結果、私には合いませんでした。
まぁ、そんなこともありますよね、お安いしね。

まずペンシルが細過ぎて、線！書いてます！！って感じになります。
私が買ったお色が濃い目だっていうのもありますが…。
その割に全く色持ちしません。
スルスルは書けます。

トレンドの仕上がりにしたかったら、素直に韓国のリップライナーをまた買えば良かったなと思いました。",2024/6/26 15:09:18,yo-yoshi,,購入品,2914140,8644075,14,36,乾燥肌,2,,513798913
"
こんな滑らかなかき心地のリップライナーと出会えたことに感謝！落ちにくいし、どんな口紅やリップとも相性がよくて重宝しています。リピ予定！
",2024/6/26 14:32:45,tomokomon,,購入品,2914140,10147591,3,41,普通肌,7,,513798745
"もともと口角が下がっている上に年齢が加わってきたのでその修正+オーバーリップ用として購入してみました。

使い始めは少し固いと思いましたが、一番最初だけで普通に描きやすいです。
輪郭を取ったあとトントンと軽く指で馴染ませると境い目もうまくぼかせます。

今回購入したのは一番無難そうな50ですが、自分には少し色みが薄かったです。
コスメカウンターで唇の赤みが強いほうだと言われたことがあり、もっと濃いPK750やRED550のほうが唇の色に近かったかも。

リップをブラシにとって輪郭を取ったりもしていましたが、こちらのほうが繰り出し式でとってもラクちん。
キャップがないので立てて保管するとホコリがついちゃわないかな…というのがひとつ懸念点で寝かせて置くようにしています。",2024/6/24 23:08:39,//kanade//,,購入品,2914140,8645093,19,47,混合肌,5,,513792302
"東京モモ
色味は白みベージュ強めのピンク
唇に乗せるとオレンジベージュっぽく発色した
イエベ春だけど結構黄みがつよく感じた",2024/6/13 16:42:26,ころころ0343,,購入品,10199851,7612198,63,21,敏感肌,6,,513737789
"購入品
AMUSE
デューティント
03　ヘルシーモモ
リニューアルしたデューティント
デイジーデザインで可愛さアップ
容器が改善され、液漏れ、変色なしみたいです。

私の唇には塗りたては明るめピンク、
しばらく経つとツヤ、赤みが増し濃くなります。
ティッシュオフすれば、
飲水してもコップに付きにくい、でもうるおいのこってる。
嬉しい
香り控えめ
クレンジングウォーターで落とせました
塗りすぎると蛍光色になるからちょっと注意",2024/6/9 09:27:43,ころよいわん,100,購入品,10199851,5995390,521,56,乾燥肌,5,うるおい|ツヤ|発色がよい,513715204
"容器が改善されので、試しに買ってみました。


フツーにめっちゃ皮向けして唇ボロボロになっちゃった。
あと、白みコーラルの色を選んだのに、すぐ真っ赤になった。最近はリプモン系に慣れてたから、余計にやっぱティントって使いにくいって感じた。

でも、ちゅるちゅる感というかピカピカ感は確かに可愛い！

唇が強くて赤系のリップが好きな人には良いのかも。
",2024/6/9 02:13:59,ｍiiiiiｓaaaaaｋiiiiii,10,購入品,10199851,3059692,231,30,混合肌,3,,513714570
"長らく品切でしたが、在庫復活していたのでスペシャルウィークで購入！
唯一無二のくすみモーブ。プチプラや韓国リップ、ティントで似たようなくすみモーブ系のリップを探し倒しましたが、こちらの代わりになる色味はないのでは？
モーブにありがちなワイン寄りでもピンクでもブラウンでもない色味、彩度・明度。上品な顔になります。反面、顔をパッと明るくしたい！というリップではないので、全身のコーディネートやカラーバランスを考慮して使いこなそうとすると、すんごい考えさせられる色です。まあ実際は気にしないで｢今日はSUQQUで武装しようかね｣という気分の日に使ってます。デザインも最高です。
",2024/6/26 22:59:55,yamadori_ssn,,購入品,10195717,7122782,7,36,乾燥肌,7,,513801024
